SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,POUSH_2082,VARIANCE,8313.74299086758,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,POUSH_2082,VARIANCE,344.4002108501122,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,POUSH_2082,VARIANCE,1728.0285393835584,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,POUSH_2082,VARIANCE,-105041.595913242,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,POUSH_2082,VARIANCE,91595.23757397244,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,POUSH_2082,VARIANCE,1576.0869565217436,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,POUSH_2082,VARIANCE,78954.44278842414,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,POUSH_2082,VARIANCE,22061.825907608698,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,POUSH_2082,VARIANCE,194187.593226527,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,POUSH_2082,VARIANCE,5605.4199999999255,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,POUSH_2082,VARIANCE,31666.6666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,POUSH_2082,VARIANCE,-30000.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,POUSH_2082,VARIANCE,4973.282814030317,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,POUSH_2082,VARIANCE,30872.680833333347,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,POUSH_2082,VARIANCE,-5408.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,POUSH_2082,VARIANCE,-2328.8099999999977,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,POUSH_2082,VARIANCE,-29468.771083333333,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,POUSH_2082,VARIANCE,-12998.706814166631,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,POUSH_2082,VARIANCE,-7086.737583469672,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,POUSH_2082,VARIANCE,16886.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,POUSH_2082,VARIANCE,76274.66124520072,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,POUSH_2082,VARIANCE,86074.90349506438,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,POUSH_2082,VARIANCE,-211525.03800000064,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,POUSH_2082,VARIANCE,119047.00565999998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,POUSH_2082,VARIANCE,15058.413737724753,
Human Resource Cost,,Subtotal (H),LINE,2082/83,POUSH_2082,VARIANCE,-77419.6186022759,
Financial Overhead,,Bank Charges,LINE,2082/83,POUSH_2082,VARIANCE,22359.009525,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,POUSH_2082,VARIANCE,22359.009525,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,POUSH_2082,VARIANCE,336044.22,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,POUSH_2082,VARIANCE,40000.0,
Business Promotion,,Others,LINE,2082/83,POUSH_2082,VARIANCE,279639.3816958327,
Business Promotion,,Subtotal (J),LINE,2082/83,POUSH_2082,VARIANCE,655683.6016958327,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,MAGH_2082,BUDGET,920400.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,MAGH_2082,BUDGET,416364.03,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,MAGH_2082,BUDGET,211200.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,MAGH_2082,BUDGET,40541.85,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,MAGH_2082,BUDGET,50000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,MAGH_2082,BUDGET,1638505.8800000001,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,BUDGET,64685.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,MAGH_2082,BUDGET,86400.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,MAGH_2082,BUDGET,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,MAGH_2082,BUDGET,451085.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,MAGH_2082,BUDGET,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,MAGH_2082,BUDGET,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,MAGH_2082,BUDGET,747320.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,BUDGET,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,MAGH_2082,BUDGET,798420.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,MAGH_2082,BUDGET,110000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,MAGH_2082,BUDGET,53235.61946902656,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,MAGH_2082,BUDGET,75833.33333333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,MAGH_2082,BUDGET,42831.858666666674,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,MAGH_2082,BUDGET,150000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,MAGH_2082,BUDGET,11131.386861313833,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,MAGH_2082,BUDGET,915721.3235294117,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,MAGH_2082,BUDGET,207754.42477876108,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,MAGH_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,MAGH_2082,BUDGET,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,MAGH_2082,BUDGET,5163.222054796601,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,MAGH_2082,BUDGET,31195.958333333332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,MAGH_2082,BUDGET,35029.49833333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,MAGH_2082,BUDGET,3065.831083333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,MAGH_2082,BUDGET,27289.672375,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,MAGH_2082,BUDGET,17500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,MAGH_2082,BUDGET,1697418.7954849764,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,MAGH_2082,BUDGET,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,MAGH_2082,BUDGET,235758.448625,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,MAGH_2082,BUDGET,41666.666666666664,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,MAGH_2082,BUDGET,103314.79112499999,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,MAGH_2082,BUDGET,2150658.701901643,
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,MAGH_2082,BUDGET,81666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,MAGH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,MAGH_2082,BUDGET,37500.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,MAGH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,MAGH_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,MAGH_2082,BUDGET,82374.10083333333,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,MAGH_2082,BUDGET,120978.43083333335,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,MAGH_2082,BUDGET,70591.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,MAGH_2082,BUDGET,34886.25,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,MAGH_2082,BUDGET,40631.22891666667,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,MAGH_2082,BUDGET,53236.76318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,MAGH_2082,BUDGET,521864.94043583336,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,MAGH_2082,BUDGET,45286.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,MAGH_2082,BUDGET,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,MAGH_2082,BUDGET,167380.08283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,MAGH_2082,BUDGET,1056513.0031025,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,MAGH_2082,BUDGET,4246009.868539999,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,MAGH_2082,BUDGET,127380.29605619998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,MAGH_2082,BUDGET,73036.1816993655,
Human Resource Cost,,Subtotal (H),LINE,2082/83,MAGH_2082,BUDGET,4446426.346295564,
Financial Overhead,,Bank Charges,LINE,2082/83,MAGH_2082,BUDGET,33542.019525,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,MAGH_2082,BUDGET,33542.019525,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,MAGH_2082,BUDGET,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,MAGH_2082,BUDGET,48333.33,
Business Promotion,,Others,LINE,2082/83,MAGH_2082,BUDGET,452674.99,
Business Promotion,,Subtotal (J),LINE,2082/83,MAGH_2082,BUDGET,939408.3200000001,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,MAGH_2082,ACTUAL,1026749.4,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,MAGH_2082,ACTUAL,345210.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,MAGH_2082,ACTUAL,44275.2,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,MAGH_2082,ACTUAL,6710.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,MAGH_2082,ACTUAL,47671.232876712325,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,MAGH_2082,ACTUAL,1470615.832876712,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,ACTUAL,68563.88800683928,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,MAGH_2082,ACTUAL,42210.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,MAGH_2082,ACTUAL,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,MAGH_2082,ACTUAL,410773.88800683926,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,MAGH_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,MAGH_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,MAGH_2082,ACTUAL,27745.25,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,ACTUAL,50422.92770828918,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,MAGH_2082,ACTUAL,78168.17770828918,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,MAGH_2082,ACTUAL,118267.56164383561,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,MAGH_2082,ACTUAL,43944.720638888895,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,MAGH_2082,ACTUAL,73458.19178082192,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,MAGH_2082,ACTUAL,38938.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,MAGH_2082,ACTUAL,10555.024073569306,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,MAGH_2082,ACTUAL,761487.1901960784,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,MAGH_2082,ACTUAL,188544.85699767945,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,MAGH_2082,ACTUAL,10800.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,MAGH_2082,ACTUAL,1667.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,MAGH_2082,ACTUAL,15413.698630136987,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,MAGH_2082,ACTUAL,22365.96,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,MAGH_2082,ACTUAL,195000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,MAGH_2082,ACTUAL,2630.7165100671145,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,MAGH_2082,ACTUAL,24709.58904109589,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,MAGH_2082,ACTUAL,85101.97869101979,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,MAGH_2082,ACTUAL,1592884.4882031933,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,MAGH_2082,ACTUAL,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,MAGH_2082,ACTUAL,0.04758354407321038,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,MAGH_2082,ACTUAL,106108.6482705314,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,MAGH_2082,ACTUAL,1771493.1840572688,
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,MAGH_2082,ACTUAL,40000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,MAGH_2082,ACTUAL,74852.28527468465,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,MAGH_2082,ACTUAL,121844.0,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,MAGH_2082,ACTUAL,76000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,MAGH_2082,ACTUAL,37360.17,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,MAGH_2082,ACTUAL,1985.0,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,MAGH_2082,ACTUAL,54975.38,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,MAGH_2082,ACTUAL,407016.83527468465,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,MAGH_2082,ACTUAL,8150.0,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,MAGH_2082,ACTUAL,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,MAGH_2082,ACTUAL,115578.31,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,MAGH_2082,ACTUAL,852726.1452746848,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,MAGH_2082,ACTUAL,4287905.26,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,MAGH_2082,ACTUAL,52510.0,
Human Resource Cost,,Subtotal (H),LINE,2082/83,MAGH_2082,ACTUAL,4340415.26,
Financial Overhead,,Bank Charges,LINE,2082/83,MAGH_2082,ACTUAL,49161.52,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,MAGH_2082,ACTUAL,49161.52,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,MAGH_2082,ACTUAL,0.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,MAGH_2082,ACTUAL,0.0,
Business Promotion,,Others,LINE,2082/83,MAGH_2082,ACTUAL,251071.51,
Business Promotion,,Subtotal (J),LINE,2082/83,MAGH_2082,ACTUAL,251071.51,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,MAGH_2082,VARIANCE,-106349.40000000002,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,MAGH_2082,VARIANCE,71154.03000000003,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,MAGH_2082,VARIANCE,166924.8,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,MAGH_2082,VARIANCE,33831.85,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,MAGH_2082,VARIANCE,2328.7671232876746,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,MAGH_2082,VARIANCE,167890.0471232877,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,VARIANCE,-3878.8880068392755,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,MAGH_2082,VARIANCE,44190.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,MAGH_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,MAGH_2082,VARIANCE,40311.111993160725,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,MAGH_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,MAGH_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,MAGH_2082,VARIANCE,719574.75,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,MAGH_2082,VARIANCE,677.0722917108214,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,MAGH_2082,VARIANCE,720251.8222917109,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,MAGH_2082,VARIANCE,-8267.561643835608,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,MAGH_2082,VARIANCE,9290.898830137667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,MAGH_2082,VARIANCE,2375.1415525114135,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,MAGH_2082,VARIANCE,3893.8586666666743,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,MAGH_2082,VARIANCE,150000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,MAGH_2082,VARIANCE,576.3627877445269,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,MAGH_2082,VARIANCE,154234.1333333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,MAGH_2082,VARIANCE,19209.567781081627,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,MAGH_2082,VARIANCE,-800.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,MAGH_2082,VARIANCE,-0.33333333333325754,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,MAGH_2082,VARIANCE,-10250.476575340386,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,MAGH_2082,VARIANCE,8829.998333333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,MAGH_2082,VARIANCE,-159970.50166666668,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,MAGH_2082,VARIANCE,435.1145732662194,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,MAGH_2082,VARIANCE,2580.083333904109,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,MAGH_2082,VARIANCE,-67601.97869101979,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,MAGH_2082,VARIANCE,104534.30728178317,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,MAGH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,MAGH_2082,VARIANCE,235758.40104145592,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,MAGH_2082,VARIANCE,41666.666666666664,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,MAGH_2082,VARIANCE,-2793.8571455314086,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,MAGH_2082,VARIANCE,379165.5178443744,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,MAGH_2082,VARIANCE,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,MAGH_2082,VARIANCE,41666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,MAGH_2082,VARIANCE,37500.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,MAGH_2082,VARIANCE,7521.815558648683,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,MAGH_2082,VARIANCE,-865.5691666666535,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,MAGH_2082,VARIANCE,-5408.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,MAGH_2082,VARIANCE,-2473.9199999999983,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,MAGH_2082,VARIANCE,38646.22891666667,
